R0,vaccine_failure,coverage,phi,SU,SV,IU,IV,RU,RV,fV,incidence_U,incidence_V
15,0.03,0.916,0.22,187223.714447902,139428.542158188,223.476989246323,46.3442169973283,652552.808562851,9020525.11362481,0.171758986784304,81.5970356985637,16.9214322311495
15,0.03,0.916,0.23,181843.531974119,139698.194597911,225.31888668768,46.2519018827547,657931.149139193,9020255.55350021,0.170312507196475,82.2695585018392,16.8877256749408
15,0.03,0.916,0.24,176759.718564373,140009.054273618,227.059322635249,46.1454795352308,663013.222112991,9019944.80024685,0.168904350028357,82.9050351771953,16.8488682153011
15,0.03,0.916,0.25,171948.776055156,140358.542409223,228.706341644539,46.0258327936372,667822.517603199,9019595.43175798,0.167529823864858,83.5064029929625,16.8051821987768
15,0.03,0.916,0.26,167389.586423645,140744.41638352,230.267173426759,45.8937294137064,672380.146402928,9019209.68988707,0.166184745710433,84.0763016974455,16.7569479521796
15,0.03,0.916,0.27,163063.123567067,141164.72393297,231.748331552502,45.7498377518339,676705.128101381,9018789.52622928,0.164865367820353,84.6171095581074,16.7044095091384
15,0.03,0.916,0.28,158952.205002993,141617.764866011,233.155698398632,45.5947398626056,680814.639298608,9018336.64039413,0.163568316329876,85.1309743778003,16.6477793923339
15,0.03,0.916,0.29,155041.277395517,142102.058926588,234.494598639269,45.4289425118619,684724.228005843,9017852.5121309,0.162290539498908,85.6198403281632,16.5872426346436
15,0.03,0.916,0.3,151316.230765997,142616.318709387,235.769862815311,45.2528864430515,688447.999371188,9017338.42840417,0.161029263867345,86.0854711604403,16.5229601625192
15,0.03,0.916,0.31,147764.237127378,143159.426753775,236.985882520297,45.0669542076747,691998.776990101,9016795.50629202,0.159781956921567,86.5294703552236,16.4550716550772
15,0.03,0.916,0.32,144373.609947087,143730.416107704,238.146658706308,44.8714768565285,695388.243394207,9016224.71241544,0.158546295159824,86.9532987601406,16.38369798724
15,0.03,0.916,0.33,141133.681433027,144328.453789805,239.255843397683,44.6667395444704,698627.062723575,9015626.87947065,0.15732013664292,87.358289820579,16.3089432761748
15,0.03,0.916,0.34,138034.695099237,144952.826681692,240.316776752229,44.4529864144448,701724.98812401,9015002.72033189,0.156101497294243,87.7456631116577,16.2308966645742
15,0.03,0.916,0.35,135067.711482245,145602.92947108,241.332519192096,44.2304246959497,704690.955998563,9014352.84010422,0.154888530331478,88.116536070014,16.1496338171086
15,0.03,0.916,0.36,132224.525184997,146278.254330116,242.305879758861,43.9992282309541,707533.168935244,9013677.74644165,0.153679508339472,88.471934346954,16.0652182078271
15,0.03,0.916,0.37,129497.591713659,146978.382071014,243.239441399019,43.7595405463994,710259.168844941,9012977.85838844,0.152472807568083,88.8128010408168,15.9777022420041
15,0.03,0.916,0.38,126879.962811265,147702.974567504,244.135582745397,43.5114773826696,712875.901605989,9012253.51395511,0.151266894100351,89.140004649913,15.8871281793472
15,0.03,0.916,0.39,124365.229163596,148451.768262793,244.99649807793,43.2551289783565,715389.774338326,9011504.97660823,0.150060311610696,89.4543463607042,15.7935289682224
15,0.03,0.916,0.4,121947.469521922,149224.568616436,245.824214470682,42.9905619247997,717806.706263607,9010732.44082164,0.148851670476623,89.7565663086077,15.6969289227925
15,0.03,0.916,0.41,119621.205444631,150021.245370371,246.620607500659,42.7178208222365,720132.173947868,9009936.03680881,0.147639638017817,90.0473493136781,15.5973443277191
15,0.03,0.916,0.42,117381.360931114,150841.728527306,247.387414952695,42.436929638621,722371.251653933,9009115.83454306,0.146422929717867,90.3273298846027,15.4947839343015
15,0.03,0.916,0.43,115223.226368871,151686.004960067,248.126249099589,42.1478928580579,724528.647382029,9008271.84714708,0.145200301252488,90.5970967024874,15.3892493797984
15,0.03,0.916,0.44,113142.426253692,152554.115577337,248.838607920005,41.8506964807655,726608.735138388,9007404.03372618,0.143970541217665,90.8571967167919,15.2807355525395
15,0.03,0.916,0.45,111134.890240746,153446.15298768,249.525884898689,41.5453088043669,728615.583874355,9006512.30170352,0.142732464438753,91.1081387236338,15.1692308771945
15,0.03,0.916,0.46,109196.827141333,154362.259613449,250.189377907279,41.2316810641089,730552.983480759,9005596.50870549,0.141484905756784,91.3503966083951,15.0547175485328
15,0.03,0.916,0.47,107324.701507487,155302.626210635,250.830297330652,40.9097479600636,732424.468195182,9004656.46404141,0.140226714228749,91.5844123128544,14.9371717239182
15,0.03,0.916,0.48,105515.212528228,156267.490764788,251.449773182971,40.5794280158252,734233.337698589,9003691.9298072,0.138956747644566,91.8105984334323,14.8165636542782
15,0.03,0.916,0.49,103765.274964328,157257.137733422,252.048861702482,40.240623850188,735982.67617397,9002702.62164273,0.137673867310348,92.0293406291186,14.6928577832999
15,0.03,0.916,0.5,102072.001908779,158271.897615918,252.628551217363,39.8932223165213,737675.369540003,9001688.20916177,0.136376933021365,92.2409997632395,14.5660127983198
15,0.03,0.916,0.51,100432.689158879,159312.146832306,253.189767484141,39.5370945444697,739314.121073637,9000648.31607315,0.13506479818926,92.4459138526471,14.4359816455495
15,0.03,0.916,0.52,98844.801040132,160378.3079013,253.733378625014,39.1720958914963,740901.465581243,8999582.52000281,0.133736305052531,92.6443998704581,14.3027115123826
15,0.03,0.916,0.53,97305.9575232125,161470.849909722,254.26019941175,38.7980657620196,742439.782277375,8998490.35202452,0.132390279929536,92.8367553102152,14.1661437613574
15,0.03,0.916,0.54,95813.9224974277,162590.289269673,254.770995384581,38.414827364795,743931.306507187,8997371.29590296,0.131025528467088,93.0232596897951,14.0262138415708
15,0.03,0.916,0.55,94366.5930845221,163737.190764449,255.266486450112,38.0221873454917,745378.140429027,8996224.78704821,0.129640830835458,93.2041758650972,13.8828511545226
15,0.03,0.916,0.56,92961.9898851779,164912.168886596,255.747350259015,37.6199353345198,746782.262764563,8995050.21117807,0.128234936824697,93.3797512633228,13.7359788890166
15,0.03,0.916,0.57,91598.2480671843,166115.889477668,256.214225239619,37.2078433827928,748145.537707576,8993846.90267895,0.126806560793058,93.550218990616,13.5855138151422
15,0.03,0.916,0.58,90273.6092095461,167349.071680205,256.667713384309,36.7856652928866,749469.723077069,8992614.1426545,0.125354376421583,93.7157988494459,13.4313660400652
15,0.03,0.916,0.59,88986.41383087,168612.490218614,257.108382802951,36.3531358374543,750756.477786327,8991351.15664555,0.123877011220677,93.8766982709274,13.2734387226505
15,0.03,0.916,0.6,87735.0945348556,169906.978028879,257.536770102022,35.9099698635687,752007.368695042,8990057.11200126,0.122373040735704,94.0331131835009,13.1116277464355
15,0.03,0.916,0.61,86518.1697152488,171233.429262751,257.953382500214,35.4558612588257,753223.876902251,8988731.11487599,0.120840982392305,94.1852287853905,12.9458213421287
15,0.03,0.916,0.62,85334.2377674925,172592.802695652,258.35869983949,34.9904817884949,754407.403532668,8987372.20682256,0.119279288915381,94.3332202788939,12.7758996630242
15,0.03,0.916,0.63,84181.9717599106,173986.125575092,258.753176392004,34.5134797757726,755559.275063697,8985979.36094513,0.117686341252609,94.4772535301303,12.601734303129
15,0.03,0.916,0.64,83060.1145226658,175414.49795159,259.137242546012,34.0244786197752,756680.748234788,8984551.47756979,0.116060440921391,94.6174856846127,12.4231877560454
15,0.03,0.916,0.65,81967.4741168023,176879.097542101,259.511306361874,33.5230751310764,757773.014576835,8983087.37938277,0.114399801689765,94.7540657353793,12.2401128072343
15,0.03,0.916,0.66,80902.9196493148,178381.185184646,259.875754998562,33.0088376635975,758837.204595686,8981585.80597769,0.11270254049066,94.8871350438501,12.0523518519211
